Tweets,Sentiment,Word_count,Stop_word_count,Char_count,Punctuation_count,Mention_count,Hashtag_count,Avrg_word_len
lol yeah not much watching skins and is that even a word you,1,14,5,80,11,0,0,4.714285714285714
i need to finish wife so i can shower and get ready for bday dinner,1,17,7,79,1,0,0,3.588235294117647
goddesskring so glad you do they are timeless,1,8,4,51,3,1,0,5.125
sewcenlisa safe travels pics of the baby room if u can,1,11,3,59,3,1,0,4.2727272727272725
school today how sad also a business test that im going to fail,0,14,4,70,5,0,0,4.0
deepbluesealove tiredgot a good picture of the thoughbackyard visitormight post it tomorrow,1,13,4,107,7,1,0,7.230769230769231
myweakness is of my jesus wen dem httptinyurlcomlhybx,1,14,3,114,23,0,1,7.071428571428571
gertiegamer lmaonow that you mention it probably not,1,8,2,58,4,1,0,6.125
its so hot today and i didnt even get to swim,0,11,3,50,4,0,0,3.5454545454545454
greenigirl i know i know,0,5,0,29,4,1,0,4.8
laurenconrad yah it was,0,4,2,25,1,1,0,5.25
davydenkoverdasco lisharapova nadal seems very very sad im hearing his interview tennis frenchopen rolandgarros,0,17,4,133,12,0,3,6.823529411764706
screw it cant sleep so i guess im up for the day i have an interview at,0,18,8,83,5,0,0,3.5
huey thats kinda awful to say babe it feels like forever what r u sick of me already lol,0,19,4,100,7,1,0,4.2631578947368425
car was broken into my fish died this was a bad week,0,12,5,58,5,0,0,3.8333333333333335
lovebig nothing sorry to be so boring,0,7,3,41,2,1,0,4.714285714285714
im sticking to my this is why i hate summer its so hard to get comfy and get a good nights sleep,0,23,13,108,1,0,0,3.6956521739130435
sigitt in d graphic it gives you xyz factor,1,9,2,47,2,1,0,4.222222222222222
a dgk lost,0,4,0,17,0,0,0,3.25
diilee ma alih u r supawomen u can take it httptinyurlcomcsao,1,14,3,90,8,1,0,5.357142857142857
about to clean up sleepoverrrrr with my girlsfun,1,8,3,52,3,0,0,5.5
herheart i think only bc you keep getting on,0,10,4,54,4,1,0,4.4
i cant hit me up n d text da digits,1,13,3,62,4,0,0,3.769230769230769
just now into bed hour writing session for this due friday we recessed back at it am,0,20,8,115,7,1,0,4.65
next day shipping for finding nemo clue the movie and sims,1,12,1,66,5,0,0,4.5
uncyrus well the only way nintendo can go is up,1,10,5,51,3,1,0,4.1
praxilla hi i love you,1,5,0,28,3,1,0,4.2
katheesue well i am going to keep an i on you to see if you can do that,1,18,16,73,1,1,0,3.0555555555555554
noooi maybe cant go to the,0,7,3,40,2,0,0,4.571428571428571
davidlaing i saw that wish virgin would do that,0,9,2,53,5,1,1,4.888888888888889
taylormadeinc yes right now i have mondays off untill i go to nights,0,14,4,80,3,1,0,4.714285714285714
i would kill for a day off this weekbut no thats not going to happen,0,15,7,75,6,0,0,4.0
eating breakfast and listening at music,1,6,2,41,1,0,0,5.833333333333333
i have eaten too much chocolate bunnyburp feel sick,0,9,3,57,4,0,0,5.222222222222222
sunshbreakfast not all alone i am here,0,7,4,44,4,1,0,5.285714285714286
our beloved yo quotpupquot died in my arms yesterday not a lot of positive vibes in house today certainly no work,0,21,6,126,7,0,0,4.857142857142857
i dont feel good,0,4,1,17,0,0,0,3.25
sonofdagreat,0,1,0,14,1,1,0,13.0
got kelly listening to some black today i think she liked it,1,13,4,70,3,0,0,4.3076923076923075
supremedj hahaalright,1,3,0,30,5,1,0,9.0
thinking of him even tho i shouldnt be,0,8,4,42,3,0,0,4.25
kacey you work with drupal and sharepoint as well i dont see that combination often,1,15,6,88,3,1,0,4.866666666666666
philip fix the cable,1,4,0,22,1,0,0,4.5
salandpepper yep im fine been busy myself at work home now tho xx,0,13,4,72,6,1,0,4.538461538461538
raceb take care hope ur feeling better the arent the same wout u jodabone anelawings,1,17,2,111,11,3,0,5.529411764705882
preparing for a pm pearsoned presentation via webex not sure how to use this,0,15,7,90,4,0,0,4.933333333333334
spiritoflife and it really makes me furious because hes been through so so much already okay im done venting,1,19,9,122,10,1,0,5.421052631578948
had a really really strange dream want to call m but im too proud if dreams mean anything he doesnt seem so well and im worried,0,26,12,136,8,0,0,4.230769230769231
wish i could find sum at least pity me nd help me lose my virginity,0,17,7,79,0,0,0,3.6470588235294117
yobau i had that,0,4,2,19,2,1,0,3.75
darrenxp i got it omg i got it as in the london clothes show omg haha im a little excited,1,24,3,131,18,1,0,4.458333333333333
got some news this morning an agent in our office passed away very unexpected sad day,0,18,5,104,4,0,0,4.722222222222222
nikkoran wow that sucks get new internet haha,0,8,2,48,2,1,0,5.0
lucyyvan haha i would if i could i have to do somethin before long zoo dont have da time,0,19,7,92,3,1,0,3.8421052631578947
twisuz no im at home but i have to do tons of work,1,13,8,56,5,1,0,3.3076923076923075
justreva why jus a politician there are lots of other very worthwhile,1,13,7,81,3,1,0,5.230769230769231
still exhausted watched the outsiders today a still havent finished east of eden though,0,14,1,94,6,0,0,5.714285714285714
is going to a party tonight then straight to work oh the joys of working at in the morning but oh well it will be good,1,30,15,136,2,0,0,3.533333333333333
mrsnorton sorry i didnt see,0,5,0,32,4,1,0,5.4
marcusting hey markymarc,1,3,0,27,2,1,0,8.0
my head says its bed time but my stomach says no,0,11,3,50,1,0,0,3.5454545454545454
just seen my nephew take his first steps on webcam what a wonderful sight to wake up to,1,18,10,89,1,0,0,3.9444444444444446
zidapi my spelling is as bad as my drinking abilitys have a good night,1,14,6,74,3,1,0,4.285714285714286
things seem a little bit more calm,1,7,3,36,1,0,0,4.142857142857143
hills thats where we wanna be got it started hahaha glad you admitted it l,1,17,5,96,4,0,0,4.647058823529412
andrewkbmx me too,0,4,2,24,1,1,0,5.0
superlaila lmao ur other tweet ne way shes annoyinglast day ima kill er,1,13,1,78,6,1,0,5.0
not the best way to start your day things can only get better now,0,14,6,68,2,0,0,3.857142857142857
does anyone want to go to a concert august nd,1,10,6,49,1,0,0,3.8
doin errands cant do all via internet setlist party aerosmith nite fun wgreat peeps rockin n rollin all nite long lt lumina,0,23,4,137,8,0,0,4.913043478260869
skysta it wont let me take a quiz not that i was gonna do a quotdannyquot quiz but any other boo hoo,0,23,12,112,9,1,0,3.869565217391304
sorry bff my phone died,0,7,0,30,3,0,0,3.142857142857143
is doing camera tonight yay oh die hard definitly was a fun ride last night,1,16,4,83,3,0,0,4.1875
found some big ass oranges in the fridge turned out to be,0,13,6,69,0,0,0,4.3076923076923075
ddlovato which awards please tell so that i may vote,1,10,6,57,3,1,0,4.6
hold on there mr watching space jam,1,9,2,47,0,0,0,4.222222222222222
sophieee excellent what song did she do i found a site that predicted it was a wicked song but no confirmation,0,21,10,118,2,1,0,4.571428571428571
great morning everyone too bad its gloomy when im not in the office fb,0,14,5,77,5,0,1,4.428571428571429
deepbrowneyes haha i failed too next time,0,7,2,44,2,1,0,5.285714285714286
really needs a job so i dont lose my girlfriend,0,10,3,50,2,0,0,4.0
grad party and then a soriee i wish i was at,0,12,5,50,1,0,0,3.1666666666666665
why did i eatagain,0,4,2,23,4,0,0,4.75
sev i hope im in that real category too,0,9,3,49,5,1,0,4.333333333333333
is it possible to be so tiredyou cant sleep,0,9,4,50,5,0,0,4.444444444444445
spending the day at the common ground studying for medieval lit woo hoooooo its so sunny out,0,18,5,102,3,0,0,4.666666666666667
is happy wow wow wow but end of the spring break and time to do homework cries,0,18,6,84,4,0,0,3.6666666666666665
is starting to question herself and what is going on,0,10,6,54,1,0,0,4.4
pixelsrzen thanks i hope she doesnt look like that all the time though i think i look kind of,1,20,5,111,5,1,0,4.4
my back hurts like hell sleeping on the floor,0,9,3,46,0,0,0,4.111111111111111
my sister didnt make chocolate muffins like she promised this weekend instead she went to a friends house while i went to work,0,23,8,130,3,0,0,4.6521739130434785
itaygabay i think it means that its time to grow up and face lots of these kind of summers loss brings pain u move on to more loss,0,28,14,133,2,1,0,3.75
congal thanks for the encouragement i need it im really sick of this audit crap and passing rates are lowest for audit,0,23,9,134,10,1,0,4.826086956521739
hironyx you all think which outlet okay i prob end work at,1,13,5,63,2,1,0,3.8461538461538463
im backkthe movie was greaat it made me laugh and things like thisive learned that i dont have to start everything too early,1,23,11,134,9,0,0,4.826086956521739
its almost tiiiime,1,3,1,22,3,0,0,6.333333333333333
gfalcone awww thats so sweet gosh why cant more people be like you,1,13,4,79,9,1,0,5.076923076923077
watching sunny entre estrellas is so funny,1,7,2,43,0,0,0,5.142857142857143
back into mun in cannot wait i will be a changed woman about school,1,15,6,81,3,0,0,4.4
hettychrist im the one whos humbled i wish i lived in arizona oh well god has me here in colorado among the snowy trails,0,24,9,129,7,1,0,4.375
nonstop raining streets now flooded,0,5,1,40,4,0,0,7.0
to kevin hmm a trillion people hahahah want chat with me add my chaneighteen,1,18,5,107,2,0,0,4.888888888888889
so happy,1,2,1,9,0,0,0,3.5
rohansingh thanks for the kind wishes ill be back to in no time ok hopefully by monday,1,20,8,105,10,1,0,4.15
he he makes you sounds like youre doing really well so far,1,13,6,74,4,1,0,4.615384615384615
laying in bed reading contemplating if ill ever heal make believe life is perfect not after this long,0,18,8,106,4,0,0,4.888888888888889
wow insane shooting in altoona its turning so awful,0,9,3,55,2,0,0,5.0
brigwyn heh thanks i forgot to bring my heating to vegas with me sigh,0,15,5,78,4,1,0,4.2
juliebonner u r still not following me tho lol,0,9,3,49,2,1,0,4.444444444444445
amykathleen jk i finished getting all the color on my arm and i fixed my mustache and made one of my birds realistic i hurt,0,25,11,126,2,1,0,4.04
i just took my last dose of one of my sleeping i dont know what to do tomorrow ill have to take a few extra of the other kind,0,30,18,136,4,0,0,3.533333333333333
goodnight everybody,1,2,0,21,1,0,0,9.5
ddlovato agree with youthe life is good,1,7,2,44,4,1,0,5.285714285714286
hating the feeling of put on the backburner think ima bout to call it a night so i can sleep off this feeling i miss my,0,28,14,134,3,0,0,3.7857142857142856
ohmychristine lucky i dont get my paycheck til next friday,0,10,4,62,3,1,0,5.2
eliza was napping on the bathroom rug i love holding a little furry cat in the morning,1,17,6,89,2,0,0,4.235294117647059
aww i miss my peeps o theyre like away so totally looking forward to the time we meet guys lt haha,0,23,5,112,6,0,0,3.869565217391304
alithered ohhh i want,0,5,0,33,4,1,0,5.6
nurhuda yes fun but some things i didnt want to do in front of ayu and ah,1,18,9,85,5,1,0,3.7222222222222223
mcflymusic not but my friend the funny squirrel is,0,10,3,65,1,1,0,5.4
can i look at your whispering eye,1,8,2,39,4,0,0,3.875
pavanaja sorry man cant burn any bits for anyone maybe someone in office can help u download vinodksql is helpful,1,22,6,130,9,2,0,4.909090909090909
are real weird when you say quotexcuse mequot trying to booty dance or made a boob comment they think theyre grown ups,0,23,9,134,7,0,0,4.826086956521739
oh seattle gonna wander around downtown and queen until ashley gets off work already missing xxbadmuffinxx whos back in sequim,0,21,6,136,4,1,0,5.476190476190476
guce yay good job my reminder helped huh,1,9,1,52,3,1,0,4.777777777777778
ashleytisdale httptwitpiccomnug i live in germany too ya your performance was greattt,1,14,4,103,9,1,0,6.357142857142857
ablasco yeah yeah whatever you get to hang out with my bff and i dont that doesnt make me happy,0,20,8,101,5,1,0,4.05
wendellbray theres and times square,1,6,1,44,3,1,0,6.333333333333333
time flies again its monday again back to work,0,9,1,49,2,0,0,4.444444444444445
night spent catching up on tv shows and reading naruto pretty good now gotta sleep alone opposite schedules suck,0,19,3,117,4,0,0,5.157894736842105
chriscornell and vickycornell you can definately be proud of your children there so cute,1,14,6,93,4,2,0,5.642857142857143
everyone wish me luck on my hour work day today ah well it will be worth it,0,18,7,81,2,0,0,3.5
trips to the tip and over miles on the car the joys of cumbria still i have a lot less stuff to get rid of now,1,28,15,119,2,0,0,3.25
kaitlynschutza hahah turn that upside down,1,7,2,50,1,1,0,6.142857142857143
im failing at revising graphics argh exams to go,0,10,2,56,4,0,0,4.5
at a photoshoot for camp rock cant wait to get back to shooting,1,14,6,72,6,0,0,4.142857142857143
wishes more people cared but what can you do,1,9,5,47,2,0,0,4.222222222222222
dayziebaby pretty much sitting here watching a movie and a few things out on the net what do you do,1,21,11,110,2,1,0,4.238095238095238
just got back from the play,1,6,4,29,1,0,0,3.8333333333333335
wiesel you support collingwood and here i was thinking you were an and follower of afl,1,18,7,113,3,1,0,5.277777777777778
raawry lol good id we should all dress up as bird and listen to twit podcast all night apattys thanks,1,21,8,111,3,2,0,4.285714285714286
figuring out what the heck twitter is i need friends,0,10,3,59,6,0,0,4.9
i guess subway isnt so fresh after one day lol sandwich is,0,13,4,67,2,0,0,4.153846153846154
last night in jersey,0,4,1,21,0,0,0,4.25
juliiemacc i thought i was ur weakness lol,0,8,3,44,1,1,0,4.5
off to berlin now yeah,1,5,1,30,7,0,0,5.0
another day of life lets enjoy it,1,7,3,39,5,0,0,4.571428571428571
glad im finally on a computer lol,1,7,2,37,3,0,0,4.285714285714286
gracecoppinger,0,1,0,17,2,1,0,16.0
wants something to do other than,0,7,5,41,0,0,0,4.857142857142857
twitterfon whats happened to the quotshow conversationquot with replies,0,10,3,83,10,2,0,7.3
ahhphotography my cooking skills are very good deli meat and pizza is what brings me there,0,17,6,104,4,1,0,5.0588235294117645
its my last day of my mini vacation had a great time im going back to work tomorrow boo,0,19,8,96,8,0,0,4.052631578947368
sloanb u rlly cant wait to get ur hands on that phone can u,1,14,5,62,2,1,0,3.4285714285714284
dnaemerson hiking where and which store anything good,1,10,3,76,8,1,0,6.6
no luck so far at,0,6,2,27,0,0,0,3.5
now i really miss you up guys no one call me at the middle of night like before,0,18,10,84,4,0,0,3.6666666666666665
at home bored i miss my bestfriend fuck i dont want friday to come,0,14,3,68,1,0,0,3.857142857142857
today is my kiddos last day of school,0,8,4,39,1,0,0,3.875
comedyqueen dont worry never gonna put anyone in a bin or skip or anything so safe to come back to the family,1,22,12,113,3,1,0,4.136363636363637
scored a speaker thing at meijer marked down from to am pandora from my phone with it awesome fb,1,23,8,128,6,0,1,4.478260869565218
inthecity poor bunny,0,4,0,35,9,1,0,7.75
jasgonzales i know,0,3,0,21,2,1,0,6.0
is going nighty night wants to cuddle,0,7,2,39,1,0,0,4.571428571428571
latest house sit bedroom home safety bay wa pool gym very important dogs that need loving wwwmindhomecomau,1,20,1,125,10,0,0,5.25
kiam it doesnt allow me to do the things i need to do,0,13,7,58,1,1,0,3.4615384615384617
no idea how to work this thinnnggg lmao talkk ta me,1,11,5,54,2,0,0,3.909090909090909
miss procrastination right here stop takin my title bitches,0,9,2,61,1,0,0,5.777777777777778
sent h in on his own to visit his brother feel a bit guilty but my stress levels already up cant take much more today,0,26,14,123,4,0,0,3.730769230769231
undercontrol naaw thank you,1,4,1,31,3,1,0,6.75
home but going to the in a little whilee,0,12,5,57,2,0,0,3.75
it started with blue skies the day has been very deceiving it is cold and windy now,0,17,7,86,2,0,0,4.0588235294117645
henrylambourne ooo or quotuntenable money hug rumorquot,1,7,1,61,5,1,0,7.714285714285714
comming back from hilton head tired,0,6,0,37,1,0,0,5.166666666666667
is up north woken up like a proper student again i miss it x,0,14,3,64,3,0,0,3.5714285714285716
amitabh better get your tickets to india preponed,1,8,3,55,2,1,0,5.875
i really need to get me a pair of skates goodnight twitter world,1,13,6,68,3,0,0,4.230769230769231
raining like crazy in sobe today,0,6,1,33,0,0,0,4.5
sad day my dog cah passed away i will miss him very much httpmypictmeoh,0,14,4,82,8,0,0,4.857142857142857
im home tweeps whats up,1,5,0,28,4,0,0,4.6
outside with the gzzbout to go out somewhere an have fun lol,1,13,8,76,8,0,0,4.846153846153846
arielrebel they must hate beautiful people,0,6,2,46,1,1,0,6.333333333333333
jonasbrothers you lied for us anywayim happy that youve finally told us the trueand i love you so much more now,0,21,11,118,5,1,0,4.571428571428571
hanging out on catalina island what am i going to do next weekend when i cant visit this awesome place,0,21,10,106,2,0,0,4.0476190476190474
getting ready for the big birthday bash tonight xoxoxo,1,10,2,61,2,0,0,5.1
buddhapest i think my brain is having an day but you know how bad that could go,1,18,9,93,1,1,0,4.166666666666667
scottwesterfeld your wife is a wee bit devious,1,9,2,59,4,1,0,5.555555555555555
if anyone wants to come to my house to watch the tonys be here at lemme know,1,18,0,83,2,0,0,3.611111111111111
got my copy of your home mag todayno name check but my work is in print at last,1,18,9,85,5,0,0,3.7222222222222223
silvercraig oh its a song title by australian group the triffids i like it,1,14,3,81,6,1,0,4.785714285714286
having lunch,1,2,0,13,0,0,0,5.5
im in desperate need of match for my eye lids,0,11,4,53,0,0,0,3.8181818181818183
tsuvik nope none of the sites are blocked they are in the process though,0,14,9,76,3,1,0,4.428571428571429
,1,8,0,69,8,0,0,7.625
mainbux sure tell me more,1,5,1,32,3,1,0,4.8
off to school graduation laterrr,1,6,1,44,3,0,0,6.166666666666667
tomorrow is my last day in caracas im leaving on monday,0,11,5,61,5,0,0,4.545454545454546
,0,8,4,54,6,0,0,5.75
trentreznorare you really not touring anymore my brother told me ill miss ur concerts,0,14,4,99,13,1,0,6.071428571428571
kevindurant switch pls as a nuggets fan you and give me nightmares joking aside youre gonna be a legend,0,21,7,127,6,1,0,5.0476190476190474
promo video for demi lovato tour with david httpbitlysdade,1,9,2,64,5,0,0,6.111111111111111
thank you for following me youre cool dudes,1,8,2,47,3,0,0,4.875
oh yeah and watched pixers brandnew one quotupquot it has a very heartwarming good story,1,15,5,96,7,0,0,5.4
cretvdirektr oh i found the function ok,1,8,1,45,3,1,0,4.625
i miss bri come back from queensland bitch i have no one to sit next to in class and drama is no fun without you come back boob,0,28,11,135,7,0,0,3.8214285714285716
ashleytisdale httptwitpiccomercx omgosh you are,1,7,2,70,8,1,0,9.0
poisonivy wot u mean un young,0,6,0,33,1,1,0,4.5
itchy eyes scratchy throat runny nose allergy season is so late this year,0,13,3,77,3,0,0,4.923076923076923
then i came back after being on the piss and my date in dublin has now told me hes seeing someone i am deverstated,0,24,12,117,2,0,0,3.875
doesnt really understand what this is all about,0,8,5,52,4,0,0,5.5
b ate it and has a huge bump on his cheek cant tell if its just a scrap or a bruise doesnt look good though,0,25,12,113,5,0,0,3.52
peterfacinelli i cant believe that i have you on twitter haha iam a fan but i live in japan i am waiting for you here,1,26,15,141,3,1,0,4.384615384615385
randysavarese as soon as you buy from a pet store they just order more dogs from to fill the space thus supporting the,0,25,11,136,5,1,0,4.44
watching surface as i get ready this show needs to come back,0,12,4,63,2,0,0,4.25
lawreca dont push her if she wants to stay with her mommy then let her its fine we will have others together,1,22,11,122,12,1,0,4.5
hasnt been twitting lately due to technical problems and to solve them soon,1,14,6,85,1,0,0,5.071428571428571
just got back from my math exam went way better than i expected yay,1,14,4,71,3,0,0,4.071428571428571
beserious yes maamspeak it into,1,6,2,48,5,1,0,7.0
diamondlass full of cold,0,4,1,27,2,1,0,5.75
i miss my hubby he wont be home till thursday,0,10,4,49,3,0,0,3.9
no tomorrow,0,3,0,17,0,0,0,4.666666666666667
diannab haha well then welcome to the party,1,8,3,48,4,1,0,5.0
jstathamfans you sure are dedicatedgotta love that have a great productive day,1,13,2,96,10,1,0,6.230769230769231
badasshire i hope not ive got a prom to go tonight but when it does hit me i know who to come after you better watch out sir,1,28,15,130,4,1,0,3.642857142857143
nero i am so jealous of the for tour im definitely coming with you and enter shikari mannn,0,20,7,107,7,1,0,4.35
kialuvsday has passed her limit of hourly twittingshelll be asap bbb,1,11,4,76,5,1,0,5.909090909090909
im studing my food test morrow,0,7,1,36,2,0,0,4.142857142857143
aortmc just come to say hi then remove me like as usual okay,1,15,5,71,4,1,0,3.6666666666666665
damn i dont like exam,0,6,1,26,3,0,0,3.3333333333333335
guys im trying to get ladygaga i really am its just not clicking for me i just dont get the big d im sorry world,0,25,11,130,12,1,0,4.0
yet to get my italian fix yet,0,7,5,30,0,0,0,3.2857142857142856
oskar dude i so have both of those apps on my mac,1,12,7,51,1,1,0,3.25
itsdinhertime new york,0,3,0,24,1,1,0,7.0
revvedupdip yes i really do love my lifegt then thats absolutely good to hear sir well can do that to you too,1,23,10,137,18,1,0,4.956521739130435
wild weather this morning i hate thunderstorms,0,10,1,56,6,0,0,4.6
headed into my last week of high school ever if i make it today im the next days i think i can,1,24,7,114,9,0,0,3.75
im sleeping and boring i dont want to sleep but my eyes are closing,0,14,6,69,1,0,0,3.9285714285714284
wersching httptwitpiccomeqe omg annie that is the cutest picture ive ever sceen cant wait for the finals i follow sky,1,22,6,137,15,1,0,5.2272727272727275
hoje tem mtv movie awards,1,5,0,27,1,0,0,4.4
dreading the drive home issac has just been sick and have a feeling it wont be the last time today towels at the ready,0,24,13,124,5,0,0,4.166666666666667
i love sam what a nice bloke masterchef,1,8,3,42,2,0,1,4.25
sunshineeme hmmmm okay so then when will you be able to get the money,1,14,9,74,4,1,0,4.285714285714286
afinefrenzy good on you im new to this so im still picking it up,1,15,7,72,4,1,0,3.8
pyeman thanks thats where i ended up going in the end,1,11,4,57,3,1,0,4.181818181818182
woke up this morning with the yucky cold that nicolas and have,0,13,7,68,0,0,0,4.230769230769231
uploading a mo video with and on g network in the train is really slow,0,16,8,80,0,0,0,4.0
just realised i could have purchased a better for more damn no on board raid for me,0,19,7,102,3,0,0,4.368421052631579
wow iv only just woke up lazy is the way to go,1,12,6,48,1,0,0,3.0
demi in madrid miley in italy omg and im here,0,10,3,56,10,0,0,4.6
wondering who else actually used twitter that i know and enjoying the day with no more exams left,1,18,8,100,1,0,0,4.5
leaving i should play my hometown as i drive away and shed a tear,0,14,6,71,4,0,0,4.0
dmgursky on paper quotalmonds green teaquot seems like a healthy breakfastuntil you understand just how the amount of almonds is,1,22,8,152,11,1,0,5.909090909090909
feels soo good not to be hungovr my poor luv i still love you wormy,1,15,7,71,3,0,0,3.7333333333333334
i downloaded latest flash player yet i still cant watch youtube fuck my computer,0,14,3,85,4,0,0,5.071428571428571
god please get my ass to la on wednesday,0,9,5,41,0,0,0,3.5555555555555554
saw entire season of weeds and my phone is still broken from swimming in lake travisguess lg phones are not water,0,23,9,130,4,0,0,4.6521739130434785
beardoctor ooh lovely hug thank you returned of course,1,9,1,58,3,1,0,5.444444444444445
hey guys text davidcarias from your phones to stalk me all time,1,13,5,74,3,0,0,4.6923076923076925
just got from a day tho my yellow self is now tanned great great grandad jokes he luckysayn im light turn,0,27,6,138,2,0,0,4.111111111111111
abbeywonderful buckingham palacewow square,1,7,0,75,5,0,0,9.714285714285714
shaye haha funny i actually have four,1,7,2,44,4,1,0,5.285714285714286
saskiafairy i got it chick shame about some of them bringing you out in a rash think im going to get a bath now and use some,1,27,16,128,2,1,0,3.7037037037037037
davidarchie youre also the coolest guest theyve ever had stay and charming,1,13,4,86,4,1,0,5.615384615384615
teb gets virtuemoir tooif they had either patrick or takahashi i would be my plane ticket right now,0,20,8,120,5,0,0,5.0
my tummy hurts i really did enjoy my two days off,0,11,5,56,6,0,0,4.090909090909091
lost followers suck my ass,0,6,0,29,0,0,0,3.8333333333333335
la bs mtayeeq min my broken hard,0,12,1,73,3,1,0,5.083333333333333
im gunna fail my maths test quothello summer schoolquot,0,9,1,62,5,0,0,5.777777777777778
dustinwilson its a big hotel health complex and golf course so tends to be a bit more for a months trial,1,21,8,111,6,1,0,4.285714285714286
the weather is absolutely shit ughhhh,0,6,2,41,3,0,0,5.833333333333333
i have drunk i had a pretty laid back great night but i still cant help but be mad about the situation i put myself in,0,27,11,131,4,0,0,3.8518518518518516
sleepycatt glad youre enjoying it ill have to write up some more,1,12,5,69,4,1,0,4.75
angelfire yeah lol ive been in the house all dayi must say i did get alot done within these four,0,21,13,116,11,1,0,4.523809523809524
tvanderwell i have computers all going now ie on and ie on vista all are still no shows,0,22,8,103,3,1,0,3.5454545454545454
and my picture still isnt working stupid twitter,0,8,2,52,3,0,0,5.5
montsterr you welcome,1,3,1,24,2,1,0,7.0
sparkling excited yum,1,3,0,25,3,0,0,7.333333333333333
eeyern must be the lok bad me missed that,0,10,5,50,4,1,0,4.0
hilaar hilario the guy in the photo emailed me advising that he thinks his tattoo is wrong i think hes correct httpowlynpp,0,23,7,137,12,0,0,4.956521739130435
fauzernator you better be serious how evil of you to us,0,13,7,74,2,1,0,4.6923076923076925
wanted to post a nice story but the link is too long how do i make it shorter,0,18,9,79,1,0,0,3.388888888888889
crimsonme regarding spymaster recruitment i still dont have an invite,0,10,4,74,3,1,0,6.3
far too early,0,3,1,14,0,0,0,3.6666666666666665
bummed ordered my sis a cute outfit for her bday online and its way to big,0,16,6,79,4,0,0,3.9375
no shame,1,2,0,9,0,0,0,3.5
oh wow someone at does not have a best friend poor girl httptwitpiccomohi,0,14,4,93,7,0,0,5.571428571428571
tom hanks is on tomorrow sweet,1,6,2,34,2,0,0,4.5
ctham same here actually hang in there hope a bumfondle helps a little goes a long way,0,18,5,100,12,1,1,4.555555555555555
kimberlynicole yay im so happy you got to meet her,1,10,3,57,6,1,0,4.7
having dinner at marmalade in bangsar with joshie boy spag all over the place,1,15,6,83,1,0,0,4.533333333333333
perpetualgirl congrats what are you nervous about,1,7,3,52,2,1,0,6.428571428571429
i had the day off today but they asked me to go in for a few hours its okay though need the money,0,23,13,102,4,0,0,3.4347826086956523
hethmares i like dexters lab i agree sometimes its great to clear your mind with things you like it makes you laugh so why not,1,25,9,131,4,1,0,4.24
robbkilo lmao im sorry but that made me think of something aww kfoxxy why did you laugh at robert,0,19,9,106,6,2,0,4.578947368421052
no post for me today hard to have patience in these times,0,13,7,70,0,0,0,4.384615384615385
feeling sad now i need mcfly back here,0,8,1,43,4,0,0,4.375
crayontree awww well at least you only have school days left hang in there,1,15,7,83,3,1,0,4.533333333333333
djinfrared post a link so we can hear it,1,9,4,43,2,1,0,3.7777777777777777
hope no one i personally know reads this but ahhhad the best pseudo date everso romantic so sweet so perfect they are so,0,24,10,138,8,0,0,4.75
i dont know if it is oprahs fault or ashtons or what but cdx gets these days,0,19,7,104,6,1,0,4.473684210526316
owllies cant go tomorrow,0,4,1,27,2,1,0,5.75
i am in florida palm beach days then my exchange year is over,0,14,6,66,2,0,0,3.7142857142857144
danielvoyager got a inworld nokia phone from metalife it allows you to tweet inworld,1,14,5,87,2,1,0,5.214285714285714
got motion sickness on mini cruise to my deep sea cocktail ended up in the mini bar for the maid so unfair,0,23,7,121,5,0,0,4.217391304347826
up late with no bed as someones in it tired az,0,11,5,49,2,0,0,3.4545454545454546
i got water in my ear and now i cant hear i got mad rhymes,0,15,4,61,2,0,0,3.066666666666667
at but shes not heresweet,1,6,3,37,4,0,0,5.166666666666667
photo luxurious fuck city island wheres my bud httptumblrcomxoyotw,0,9,1,77,7,0,0,7.555555555555555
i cant believe i havent gone shopping yet omg been dying to go shopping,0,14,4,74,2,0,0,4.285714285714286
isabuttercup im in the same boat am looking for dread the mother good luck though hope it goes well x,1,23,7,133,8,1,0,4.782608695652174
guess its just not meant to be tried visiting damascus citadel in it was closed tried again today closed again for,0,23,9,138,6,0,0,5.0
my angel necklace was in my i hope he finds a good home he was the prettiest thing in my life,0,22,12,104,2,0,0,3.727272727272727
so sleepy graduation officially starts tomorrow im gonna miss my boys,0,12,2,82,4,0,0,5.833333333333333
an hour black out ughh lost a lot if stuff on my computer,0,13,4,61,3,0,0,3.6923076923076925
this headache is still splitting my head open for the th day in a row now,0,16,7,77,2,0,0,3.8125
i dont know how to do this twitter thing help please,0,11,4,77,24,0,0,6.0
ohh so cool,1,3,1,13,1,0,0,3.3333333333333335
,0,14,6,89,9,0,0,5.357142857142857
saturday mornings come way too early off to baseball where i get to watch year olds run around i love saturday morning baseball,1,25,6,138,2,0,0,4.4
mall with my,1,4,2,20,0,0,0,4.0
mileycyrus i voted for you and i hope you win,1,10,5,47,1,1,0,3.7
nataliefisher i guess the reply worked whatev whatev i am on my phone sorry,0,14,4,78,2,1,0,4.571428571428571
hunepie id rather be by pinkwithloves pool than sitting in this airport,0,12,6,76,4,2,0,5.333333333333333
might go to jax landing with today lt,1,9,4,51,3,0,0,4.666666666666667
drumsticknorah my final will be in next week,0,8,5,47,1,1,0,4.875
